,percentile,R,rho,sojourn_err,abs_sojourn_err,method
78,0.99,1,0.79,-0.07926102502978859,-2.6599999999998545,A
79,0.99,1,0.8,-0.08141843971629245,-2.869999999999436,A
80,0.99,1,0.81,-0.0853987068965322,-3.1699999999993764,A
81,0.99,1,0.82,-0.09417154492235122,-3.6999999999992497,A
82,0.99,1,0.83,-0.105868263473032,-4.4199999999991135,A
83,0.99,1,0.84,-0.12670086995313215,-5.67999999999887,A
84,0.99,1,0.85,-0.1449396084964342,-6.9599999999986295,A
85,0.99,1,0.86,-0.16501842156289676,-8.509999999998307,A
86,0.99,1,0.87,-0.2003542958369935,-11.30999999999775,A
87,0.99,1,0.88,-0.23010577705448376,-14.139999999997187,A
88,0.99,1,0.89,-0.262280440607315,-17.619999999998754,A
89,0.99,1,0.9,-0.3002561682621342,-22.27000000000281,A
90,0.99,1,0.91,-0.34700012023573307,-28.860000000007872,A
91,0.99,1,0.92,-0.46480672984780524,-43.65000000001257,F
92,0.99,1,0.93,-0.572942289498654,-60.56000000001755,F
93,0.99,1,0.94,-0.6422933111758108,-77.30000000002467,F
94,0.99,1,0.95,-0.5437193892250978,-75.49000000002275,D
95,0.99,1,0.96,-0.9966316038293345,-168.6499999999911,F
96,0.99,1,0.97,-0.9955024133391833,-181.49999999997917,C
97,0.99,1,0.98,-0.9861781483106611,-179.79999999997918,C
98,0.99,1,0.99,-0.9914984642387001,-180.76999999997915,F
99,0.99,2,0.01,0.044843049327353814,0.19999999999999574,D
100,0.99,2,0.02,0.04194260485651173,0.18999999999999595,D
101,0.99,2,0.03,0.06473214285714242,0.2899999999999947,D
102,0.99,2,0.04,0.06622516556291326,0.2999999999999936,D
103,0.99,2,0.05,0.0678336980306337,0.3099999999999925,D
104,0.99,2,0.06,-0.7505518763796879,-3.399999999999947,F
105,0.99,2,0.07,0.08932461873638256,0.40999999999999126,D
106,0.99,2,0.08,0.09761388286333962,0.4499999999999904,D
107,0.99,2,0.09,0.10845986984815532,0.49999999999999023,D
108,0.99,2,0.1,0.1047008547008535,0.48999999999998867,D
109,0.99,2,0.11,0.11513859275053236,0.5399999999999903,D
110,0.99,2,0.12,0.13034188034187888,0.6099999999999861,D
111,0.99,2,0.13,0.12159329140461063,0.5799999999999859,D
112,0.99,2,0.14,0.12240663900414807,0.5899999999999865,D
113,0.99,2,0.15,0.12090163934426101,0.5899999999999865,D
114,0.99,2,0.16,0.12145748987854162,0.5999999999999881,D
115,0.99,2,0.17,0.129032258064515,0.6399999999999864,D
116,0.99,2,0.18,0.1342685370741469,0.6699999999999848,D
117,0.99,2,0.19,0.1459999999999985,0.7299999999999836,D
118,0.99,2,0.2,0.14653465346534525,0.7399999999999842,D
119,0.99,2,0.21,0.14677103718199477,0.749999999999984,D
120,0.99,2,0.22,0.14700193423597552,0.7599999999999838,D
121,0.99,2,0.23,0.15384615384615252,0.799999999999983,D
122,0.99,2,0.24,0.15180265654648847,0.7999999999999838,D
123,0.99,2,0.25,0.15630885122410415,0.8299999999999823,D
124,0.99,2,0.26,0.1564245810055853,0.8399999999999821,D
125,0.99,2,0.27,0.16266173752310423,0.8799999999999821,D
126,0.99,2,0.28,0.1627056672760502,0.8899999999999828,D
127,0.99,2,0.29,0.16878402903811116,0.9299999999999802,D
128,0.99,2,0.3,0.16636851520572318,0.9299999999999802,D
129,0.99,2,0.31,0.16402116402116254,0.9299999999999793,D
130,0.99,2,0.32,0.15972222222222082,0.9199999999999795,D
131,0.99,2,0.33,0.16323024054982693,0.9499999999999797,D
132,0.99,2,0.34,0.161016949152541,0.9499999999999789,D
133,0.99,2,0.35,0.16053511705685483,0.9599999999999786,D
134,0.99,2,0.36,0.16198347107437913,0.97999999999998,D
135,0.99,2,0.37,0.15934959349593414,0.9799999999999809,D
136,0.99,2,0.38,0.15705128205128097,0.9799999999999791,D
137,0.99,2,0.39,0.15094339622641387,0.9599999999999786,D
138,0.99,2,0.4,0.1555209953343692,0.9999999999999796,D
139,0.99,2,0.41,0.1461187214611865,0.9599999999999813,D
140,0.99,2,0.42,0.14887218045112682,0.9899999999999789,D
141,0.99,2,0.43,0.1464497041420109,0.9899999999999789,D
142,0.99,2,0.44,0.1405797101449269,0.9699999999999811,D
143,0.99,2,0.45,0.1414285714285704,0.989999999999978,D
144,0.99,2,0.46,0.13904494382022412,0.9899999999999807,D
145,0.99,2,0.47,0.13186813186813107,0.9599999999999795,D
146,0.99,2,0.48,0.13108108108108016,0.9699999999999784,D
147,0.99,2,0.49,0.1286472148541103,0.9699999999999767,D
148,0.99,2,0.5,0.1321989528795804,1.0099999999999785,D
149,0.99,2,0.51,0.1311053984575828,1.0199999999999783,D
150,0.99,2,0.52,0.11335012594458375,0.8999999999999808,C
151,0.99,2,0.53,0.09529702970296977,0.7699999999999836,C
152,0.99,2,0.54,0.07907542579075383,0.6499999999999861,C
153,0.99,2,0.55,0.06324582338902093,0.5299999999999869,C
154,0.99,2,0.56,0.04065040650406462,0.34999999999999076,C
155,0.99,2,0.57,0.029646522234891323,0.2599999999999927,C
156,0.99,2,0.58,0.009955752212389332,0.08999999999999808,C
157,0.99,2,0.59,-0.003236245954692541,-0.02999999999999936,C
158,0.99,2,0.6,-0.012658227848101394,-0.11999999999999922,C
159,0.99,2,0.61,-0.02160493827160466,-0.20999999999999375,C
160,0.99,2,0.62,-0.03399999999999985,-0.33999999999999275,A
161,0.99,2,0.63,-0.040078201368523775,-0.40999999999999126,A
162,0.99,2,0.64,-0.053080568720378925,-0.5599999999999881,A
163,0.99,2,0.65,-0.061694290976058365,-0.6699999999999822,A
164,0.99,2,0.66,-0.07384341637010632,-0.8299999999999805,A
165,0.99,2,0.67,-0.07545533391153497,-0.8699999999999832,A
166,0.99,2,0.68,-0.0815126050420165,-0.9699999999999793,A
167,0.99,2,0.69,-0.08475957620211881,-1.0399999999999796,A
168,0.99,2,0.7,-0.09340659340659307,-1.1899999999999746,A
169,0.99,2,0.71,-0.09833585476550671,-1.2999999999999758,A
170,0.99,2,0.72,-0.10861694424330148,-1.4999999999999662,A
171,0.99,2,0.73,-0.10651716888577402,-1.5199999999999676,A
172,0.99,2,0.74,-0.10909090909090866,-1.6199999999999637,A
173,0.99,2,0.75,-0.11175710594315214,-1.7299999999999631,A
174,0.99,2,0.76,-0.1120743034055737,-1.8099999999999845,A
175,0.99,2,0.77,-0.1136094674556294,-1.920000000000119,A
176,0.99,2,0.78,-0.12100840336136005,-2.1600000000002755,A
177,0.99,2,0.79,-0.11689008042897231,-2.180000000000348,A
178,0.99,2,0.8,-0.11890243902440732,-2.3400000000003693,A
179,0.99,2,0.81,-0.11374636979672385,-2.350000000000364,A
180,0.99,2,0.82,-0.1217745586238271,-2.6900000000004205,A
181,0.99,2,0.83,-0.11885421120138205,-2.7800000000004275,A
182,0.99,2,0.84,-0.11842633480531198,-2.9500000000004505,A
183,0.99,2,0.85,-0.11600753295669759,-3.080000000000478,A
184,0.99,2,0.86,-0.11812127584999418,-3.3700000000005303,A
185,0.99,2,0.87,-0.12605042016807863,-3.9000000000006096,A
186,0.99,2,0.88,-0.12944693572496016,-4.330000000000165,A
187,0.99,2,0.89,-0.15519096288324055,-5.769999999999065,A
188,0.99,2,0.9,-0.17678484701307637,-7.279999999998552,A
189,0.99,2,0.91,-0.196883230904265,-8.969999999998215,A
190,0.99,2,0.92,-0.22276935197947775,-11.309999999997743,A
191,0.99,2,0.93,-0.32639131956592954,-18.649999999996304,F
192,0.99,2,0.94,-0.4317281316671281,-28.3299999999955,F
193,0.99,2,0.95,-0.36834606916206153,-28.440000000003728,A
194,0.99,2,0.96,-0.9940331715210364,-98.29000000001369,F
195,0.99,2,0.97,-0.9937911430281279,-132.85000000002339,C
196,0.99,2,0.98,-0.9865072400175501,-179.85999999997918,C
197,0.99,2,0.99,-0.991553312856515,-180.77999999997917,F
198,0.99,3,0.01,-0.2406181015452517,-1.0899999999999777,F
199,0.99,3,0.02,-0.17937219730941537,-0.7999999999999834,F
200,0.99,3,0.03,-0.1434878587196456,-0.649999999999987,F
201,0.99,3,0.04,-0.08685968819599041,-0.3899999999999926,F
202,0.99,3,0.05,-0.04656319290465586,-0.20999999999999552,F
203,0.99,3,0.06,-0.006637168141592658,-0.029999999999998472,F
204,0.99,3,0.07,0.015250544662309025,0.06999999999999762,F
205,0.99,3,0.08,0.05251641137855508,0.239999999999994,F
206,0.99,3,0.09,0.07843137254901864,0.35999999999999144,F
207,0.99,3,0.1,0.10195227765726603,0.46999999999999087,F
208,0.99,3,0.11,0.1209503239740807,0.5599999999999872,D
209,0.99,3,0.12,0.12931034482758516,0.5999999999999881,D
210,0.99,3,0.13,0.14224137931034347,0.6599999999999859,D
211,0.99,3,0.14,0.1431623931623914,0.6699999999999839,D
212,0.99,3,0.15,0.15384615384615197,0.7199999999999829,D
213,0.99,3,0.16,0.1666666666666647,0.7799999999999816,D
214,0.99,3,0.17,0.17735042735042544,0.8299999999999814,D
215,0.99,3,0.18,0.1804670912951153,0.8499999999999828,D
216,0.99,3,0.19,0.1881606765327678,0.889999999999981,D
217,0.99,3,0.2,0.1911764705882337,0.9099999999999815,D
218,0.99,3,0.21,0.19374999999999842,0.9299999999999811,D
219,0.99,3,0.22,0.19917012448132596,0.9599999999999795,D
220,0.99,3,0.23,0.20661157024793197,0.9999999999999787,D
221,0.99,3,0.24,0.20696721311475222,1.0099999999999785,D
222,0.99,3,0.25,0.21428571428571233,1.0499999999999776,D
223,0.99,3,0.26,0.21659919028339908,1.069999999999978,D
224,0.99,3,0.27,0.21643286573146078,1.079999999999976,D
225,0.99,3,0.28,0.2191235059760939,1.0999999999999774,D
226,0.99,3,0.29,0.21893491124260125,1.1099999999999746,D
227,0.99,3,0.3,0.22309197651663173,1.139999999999974,D
228,0.99,3,0.31,0.22524271844660018,1.1599999999999762,D
229,0.99,3,0.32,0.22972972972972794,1.1899999999999755,D
230,0.99,3,0.33,0.23180076628352272,1.2099999999999733,D
231,0.99,3,0.34,0.23339658444022596,1.2299999999999747,D
232,0.99,3,0.35,0.23496240601503526,1.2499999999999716,D
233,0.99,3,0.36,0.24112149532710084,1.2899999999999725,D
234,0.99,3,0.37,0.23844731977818695,1.2899999999999743,D
235,0.99,3,0.38,0.24175824175823998,1.3199999999999728,D
236,0.99,3,0.39,0.24094202898550496,1.3299999999999699,D
237,0.99,3,0.4,0.23792486583184083,1.3299999999999725,D
238,0.99,3,0.41,0.23674911660777198,1.3399999999999714,D
239,0.99,3,0.42,0.23130434782608497,1.3299999999999708,D
240,0.99,3,0.43,0.23235800344233898,1.3499999999999712,D
241,0.99,3,0.44,0.2312925170068008,1.3599999999999701,D
242,0.99,3,0.45,0.23608768971332034,1.3999999999999702,D
243,0.99,3,0.46,0.23499999999999827,1.40999999999997,D
244,0.99,3,0.47,0.23355263157894549,1.4199999999999688,D
245,0.99,3,0.48,0.22778675282713906,1.4099999999999708,D
246,0.99,3,0.49,0.22843450479233052,1.4299999999999686,D
247,0.99,3,0.5,0.20629921259842376,1.309999999999972,B
248,0.99,3,0.51,0.17984496124030896,1.1599999999999762,C
249,0.99,3,0.52,0.15572519083969344,1.0199999999999774,C
250,0.99,3,0.53,0.13704819277108357,0.9099999999999815,C
251,0.99,3,0.54,0.11390532544378651,0.7699999999999854,C
252,0.99,3,0.55,0.09288824383163959,0.6399999999999872,C
253,0.99,3,0.56,0.07868383404864054,0.5499999999999892,C
254,0.99,3,0.57,0.05734265734265685,0.40999999999999037,C
255,0.99,3,0.58,0.041152263374485465,0.2999999999999945,C
256,0.99,3,0.59,0.026881720430107243,0.19999999999999485,C
257,0.99,3,0.6,0.014492753623188085,0.10999999999999588,C
258,0.99,3,0.61,-0.0012836970474967835,-0.009999999999999787,C
259,0.99,3,0.62,-0.01624999999999969,-0.12999999999999545,C
260,0.99,3,0.63,-0.01965601965601966,-0.15999999999999748,C
261,0.99,3,0.64,-0.029940119760478882,-0.24999999999999467,C
262,0.99,3,0.65,-0.038506417736289184,-0.32999999999999297,C
263,0.99,3,0.66,-0.05209513023782533,-0.4599999999999902,A
264,0.99,3,0.67,-0.060773480662983326,-0.54999999999999,A
265,0.99,3,0.68,-0.06695464362850939,-0.6199999999999868,A
266,0.99,3,0.69,-0.0842872008324658,-0.8099999999999827,A
267,0.99,3,0.7,-0.09201213346814942,-0.9099999999999824,A
268,0.99,3,0.71,-0.09556650246305394,-0.9699999999999811,A
269,0.99,3,0.72,-0.10133843212237036,-1.0599999999999756,A
270,0.99,3,0.73,-0.10895660203139367,-1.179999999999973,A
271,0.99,3,0.74,-0.11190689346463714,-1.2499999999999751,A
272,0.99,3,0.75,-0.11972437553832828,-1.3899999999999668,A
273,0.99,3,0.76,-0.12365145228215722,-1.4899999999999682,A
274,0.99,3,0.77,-0.12549960031974375,-1.5699999999999665,A
275,0.99,3,0.78,-0.1269230769230766,-1.6499999999999666,A
276,0.99,3,0.79,-0.1296023564064798,-1.7599999999999643,A
277,0.99,3,0.8,-0.1321152494729442,-1.8799999999999617,A
278,0.99,3,0.81,-0.13733333333333284,-2.0599999999999543,A
279,0.99,3,0.82,-0.13915243516761494,-2.1999999999999513,A
280,0.99,3,0.83,-0.14046622833234332,-2.350000000000078,A
281,0.99,3,0.84,-0.14469994391476546,-2.5800000000002665,A
282,0.99,3,0.85,-0.1465336134453997,-2.790000000000436,A
283,0.99,3,0.86,-0.14649681528664413,-2.990000000000464,A
284,0.99,3,0.87,-0.14526411657561078,-3.1900000000005058,A
285,0.99,3,0.88,-0.14423885618168253,-3.4300000000005433,A
286,0.99,3,0.89,-0.14384882375628227,-3.7300000000005795,A
287,0.99,3,0.9,-0.14581142656853865,-4.16000000000065,A
288,0.99,3,0.91,-0.13666987487970417,-4.260000000000662,A
289,0.99,3,0.92,-0.13327526132403072,-4.589999999999847,A
290,0.99,3,0.93,-0.14078674948237044,-5.439999999998918,A
291,0.99,3,0.94,-0.24553366926243464,-10.719999999997867,F
292,0.99,3,0.95,-0.20128479657384224,-10.339999999997943,A
293,0.99,3,0.96,-0.9906947890818852,-63.87999999999608,F
294,0.99,3,0.97,-0.9900164435048164,-84.29000000000666,C
295,0.99,3,0.98,-0.9811854684512468,-128.29000000002608,C
296,0.99,3,0.99,-0.991553312856515,-180.77999999997917,F
297,0.99,4,0.01,0.02869757174392908,0.12999999999999723,D
298,0.99,4,0.02,0.04424778761061903,0.19999999999999574,D
299,0.99,4,0.03,0.062360801781736565,0.27999999999999403,D
300,0.99,4,0.04,0.06401766004414948,0.2899999999999938,D
301,0.99,4,0.05,0.0726872246696028,0.32999999999999297,D
302,0.99,4,0.06,0.081140350877192,0.3699999999999912,D
303,0.99,4,0.07,0.08971553610503175,0.40999999999999037,D
304,0.99,4,0.08,0.09110629067245031,0.41999999999999105,D
305,0.99,4,0.09,0.10434782608695571,0.47999999999999066,D
306,0.99,4,0.1,0.11521739130434652,0.5299999999999878,D
307,0.99,4,0.11,0.12364425162689685,0.5699999999999878,D
308,0.99,4,0.12,0.1369565217391293,0.6299999999999875,D
309,0.99,4,0.13,0.14750542299349098,0.6799999999999855,D
310,0.99,4,0.14,0.15835140997830668,0.7299999999999853,D
311,0.99,4,0.15,0.16666666666666508,0.7699999999999836,D
312,0.99,4,0.16,0.17241379310344643,0.7999999999999821,D
313,0.99,4,0.17,0.18318965517241204,0.8499999999999819,D
314,0.99,4,0.18,0.19139784946236377,0.889999999999981,D
315,0.99,4,0.19,0.20215053763440669,0.93999999999998,D
316,0.99,4,0.2,0.20770877944325264,0.9699999999999784,D
317,0.99,4,0.21,0.21841541755888425,1.0199999999999774,D
318,0.99,4,0.22,0.22127659574467917,1.0399999999999796,D
319,0.99,4,0.23,0.2292993630573229,1.0799999999999779,D
320,0.99,4,0.24,0.2346723044397441,1.1099999999999763,D
321,0.99,4,0.25,0.23999999999999774,1.1399999999999757,D
322,0.99,4,0.26,0.245283018867922,1.1699999999999742,D
323,0.99,4,0.27,0.25052192066805656,1.1999999999999762,D
324,0.99,4,0.28,0.25571725571725357,1.2299999999999747,D
325,0.99,4,0.29,0.26033057851239433,1.2599999999999731,D
326,0.99,4,0.3,0.26543209876542906,1.2899999999999698,D
327,0.99,4,0.31,0.265306122448977,1.2999999999999714,D
328,0.99,4,0.32,0.2723577235772331,1.3399999999999705,D
329,0.99,4,0.33,0.27474747474747246,1.359999999999972,D
330,0.99,4,0.34,0.2791164658634515,1.3899999999999713,D
331,0.99,4,0.35,0.28087649402390213,1.4099999999999708,D
332,0.99,4,0.36,0.28063241106719106,1.4199999999999688,D
333,0.99,4,0.37,0.2823529411764681,1.4399999999999693,D
334,0.99,4,0.38,0.28654970760233694,1.4699999999999696,D
335,0.99,4,0.39,0.28571428571428326,1.4799999999999685,D
336,0.99,4,0.4,0.28435114503816533,1.4899999999999674,D
337,0.99,4,0.41,0.288425047438328,1.5199999999999685,D
338,0.99,4,0.42,0.2894736842105235,1.5399999999999654,D
339,0.99,4,0.43,0.2934579439252316,1.5699999999999683,D
340,0.99,4,0.44,0.2992565055762057,1.6099999999999657,D
341,0.99,4,0.45,0.30018416206261267,1.6299999999999653,D
342,0.99,4,0.46,0.29818181818181594,1.639999999999966,D
343,0.99,4,0.47,0.2990990990990969,1.6599999999999655,D
344,0.99,4,0.48,0.2869875222816375,1.6099999999999648,B
345,0.99,4,0.49,0.2526315789473666,1.4399999999999702,B
346,0.99,4,0.5,0.22530329289427903,1.2999999999999723,B
347,0.99,4,0.51,0.20240137221269142,1.1799999999999748,B
348,0.99,4,0.52,0.17537942664418096,1.0399999999999787,B
349,0.99,4,0.53,0.1569282136894813,0.93999999999998,B
350,0.99,4,0.54,0.13696369636963596,0.8299999999999823,C
351,0.99,4,0.55,0.11889250814332147,0.7299999999999836,C
352,0.99,4,0.56,0.09584664536741132,0.5999999999999863,C
353,0.99,4,0.57,0.07704402515723188,0.4899999999999878,C
354,0.99,4,0.58,0.0602782071097367,0.3899999999999908,C
355,0.99,4,0.59,0.04084720121028703,0.26999999999999336,C
356,0.99,4,0.6,0.029806259314455838,0.19999999999999574,C
357,0.99,4,0.61,0.02205882352941149,0.14999999999999591,C
358,0.99,4,0.62,0.013005780346820596,0.0899999999999972,C
359,0.99,4,0.63,-0.005625879043600527,-0.03999999999999915,C
360,0.99,4,0.64,-0.012430939226519017,-0.0899999999999963,C
361,0.99,4,0.65,-0.02162162162162173,-0.15999999999999837,C
362,0.99,4,0.66,-0.02906208718626139,-0.2199999999999953,C
363,0.99,4,0.67,-0.033678756476683856,-0.25999999999999535,C
364,0.99,4,0.68,-0.03675538656527218,-0.28999999999999293,C
365,0.99,4,0.69,-0.04094292803970201,-0.32999999999999297,A
366,0.99,4,0.7,-0.05078597339782308,-0.41999999999999016,A
367,0.99,4,0.71,-0.06117647058823488,-0.519999999999988,A
368,0.99,4,0.72,-0.07093821510297428,-0.619999999999985,A
369,0.99,4,0.73,-0.07683741648106848,-0.6899999999999835,A
370,0.99,4,0.74,-0.08826695371367038,-0.8199999999999843,A
371,0.99,4,0.75,-0.0978147762747132,-0.9399999999999782,A
372,0.99,4,0.76,-0.10552763819095412,-1.0499999999999758,A
373,0.99,4,0.77,-0.11423039690222603,-1.1799999999999748,A
374,0.99,4,0.78,-0.1210428305400369,-1.299999999999974,A
375,0.99,4,0.79,-0.12868632707774777,-1.4399999999999729,A
376,0.99,4,0.8,-0.1299483648881233,-1.509999999999966,A
377,0.99,4,0.81,-0.13486842105263108,-1.639999999999965,A
378,0.99,4,0.82,-0.14430577223088872,-1.8499999999999606,A
379,0.99,4,0.83,-0.15014792899408236,-2.0299999999999567,A
380,0.99,4,0.84,-0.1570132588974175,-2.249999999999952,A
381,0.99,4,0.85,-0.15831134564643742,-2.399999999999947,A
382,0.99,4,0.86,-0.16326530612244983,-2.6399999999999686,A
383,0.99,4,0.87,-0.17468499427263498,-3.0500000000001943,A
384,0.99,4,0.88,-0.17637626937468676,-3.300000000000411,A
385,0.99,4,0.89,-0.1778440139096124,-3.5800000000005596,A
386,0.99,4,0.9,-0.18778486782135503,-4.120000000000648,A
387,0.99,4,0.91,-0.2000000000000234,-4.8100000000007554,A
388,0.99,4,0.92,-0.21833897031193591,-5.810000000000912,A
389,0.99,4,0.93,-0.24748827863364667,-7.390000000001152,A
390,0.99,4,0.94,-0.2918492550394467,-9.990000000000773,A
391,0.99,4,0.95,-0.3560493827160257,-14.41999999999922,A
392,0.99,4,0.96,-0.9876567788174395,-49.60999999999858,F
393,0.99,4,0.97,-0.9869857890800293,-65.97999999999729,C
394,0.99,4,0.98,-0.9757635467980332,-99.04000000001501,C
395,0.99,4,0.99,-0.9916081614743298,-180.78999999997916,F
396,0.99,5,0.01,-0.20852017937219533,-0.9299999999999806,F
397,0.99,5,0.02,-0.14823008849557387,-0.6699999999999862,F
398,0.99,5,0.03,-0.08203991130820318,-0.3699999999999921,F
399,0.99,5,0.04,-0.030837004405286035,-0.13999999999999702,F
400,0.99,5,0.05,0.004357298474945297,0.019999999999998685,F
401,0.99,5,0.06,0.043668122270741926,0.19999999999999574,F
402,0.99,5,0.07,0.07173913043478172,0.3299999999999921,F
403,0.99,5,0.08,0.09825327510916913,0.4499999999999895,D
404,0.99,5,0.09,0.10675381263616453,0.48999999999998956,D
405,0.99,5,0.1,0.1200873362445399,0.5499999999999865,D
406,0.99,5,0.11,0.12854030501089178,0.5899999999999865,D
407,0.99,5,0.12,0.1369565217391293,0.6299999999999875,D
408,0.99,5,0.13,0.1453362255965279,0.6699999999999857,D
409,0.99,5,0.14,0.1561822125813436,0.7199999999999855,D
410,0.99,5,0.15,0.1695652173913027,0.7799999999999834,D
411,0.99,5,0.16,0.17787418655097442,0.8199999999999825,D
412,0.99,5,0.17,0.18872017353578993,0.8699999999999815,D
413,0.99,5,0.18,0.19438444924405857,0.8999999999999808,D
414,0.99,5,0.19,0.20302375809934986,0.9399999999999791,D
415,0.99,5,0.2,0.21120689655172212,0.9799999999999791,D
416,0.99,5,0.21,0.2193548387096755,1.0199999999999791,D
417,0.99,5,0.22,0.2274678111587961,1.0599999999999774,D
418,0.99,5,0.23,0.23554603854389497,1.0999999999999766,D
419,0.99,5,0.24,0.24411134903640044,1.1399999999999766,D
420,0.99,5,0.25,0.2521367521367497,1.1799999999999748,D
421,0.99,5,0.26,0.2601279317697204,1.219999999999974,D
422,0.99,5,0.27,0.270788912579955,1.2699999999999738,D
423,0.99,5,0.28,0.2787234042553168,1.309999999999973,D
424,0.99,5,0.29,0.2838983050847431,1.3399999999999714,D
425,0.99,5,0.3,0.2917547568710332,1.3799999999999706,D
